Record,Sale_amount,Sale_date,Beds,Baths,Sqft_home,Sqft_lot,Type,Build_year,Town,University
316,205000,42452,3,1,988,7840,Single Family,1969,"Ann Arbor, MI",University of Michigan
317,236600,42509,3,1.5,988,8276,Single Family,1969,"Ann Arbor, MI",University of Michigan
318,385000,42465,4,2,1953,43560,Single Family,1962,"Ann Arbor, MI",University of Michigan
319,725000,42524,4,2.5,3362,100188,Single Family,1900,"Ann Arbor, MI",University of Michigan
320,201000,42440,3,1,988,9147,Single Family,1964,"Ann Arbor, MI",University of Michigan
321,365000,42521,3,3,2122,42253.2,Single Family,1946,"Ann Arbor, MI",University of Michigan
322,315000,42479,4,2,1408,10846,Single Family,1960,"Ann Arbor, MI",University of Michigan
323,375000,42550,4,3.5,2048,15246,Single Family,1992,"Ann Arbor, MI",University of Michigan
324,410000,42493,4,3.1,2046,18295.2,Single Family,1988,"Ann Arbor, MI",University of Michigan
325,252000,42438,3,2,1014,8276,Single Family,1957,"Ann Arbor, MI",University of Michigan
326,260000,42534,3,2,950,9583,Single Family,1958,"Ann Arbor, MI",University of Michigan
327,208000,42472,3,1,1040,6926,Single Family,1956,"Ann Arbor, MI",University of Michigan
328,300000,42538,4,2.5,1472,7405,Single Family,1960,"Ann Arbor, MI",University of Michigan
329,270000,42530,3,1.5,1400,7405,Single Family,1961,"Ann Arbor, MI",University of Michigan
330,220000,42461,4,1,1267,7405,Single Family,1961,"Ann Arbor, MI",University of Michigan
331,201000,42488,3,1,1024,9147,Single Family,1958,"Ann Arbor, MI",University of Michigan
332,239900,42562,3,2,1287,7318,Single Family,1962,"Ann Arbor, MI",University of Michigan
333,231500,42562,4,1.5,1287,6969,Single Family,1962,"Ann Arbor, MI",University of Michigan
334,280000,42495,3,1,1086,6098,Single Family,1948,"Ann Arbor, MI",University of Michigan
335,229000,42491,3,1.5,1107,8494,Single Family,1960,"Ann Arbor, MI",University of Michigan
336,130000,42496,3,2,1456,10454,Single Family,1984,"Ann Arbor, MI",University of Michigan
337,286000,42524,3,1,1200,6098,Single Family,1954,"Ann Arbor, MI",University of Michigan
338,344000,42513,3,2,1605,6098,Single Family,1953,"Ann Arbor, MI",University of Michigan
339,231500,42438,3,1,988,6969,Single Family,1954,"Ann Arbor, MI",University of Michigan
340,525000,42496,4,3,2001,7840,Single Family,1955,"Ann Arbor, MI",University of Michigan
341,269000,42454,4,3,1346,9583,Single Family,1952,"Ann Arbor, MI",University of Michigan
342,282000,42556,3,2,864,6969,Single Family,1953,"Ann Arbor, MI",University of Michigan
343,290000,42510,4,1.5,1344,23086.8,Single Family,1954,"Ann Arbor, MI",University of Michigan
344,290000,42496,4,1,988,7187,Single Family,1967,"Ann Arbor, MI",University of Michigan
345,247000,42496,3,1,1073,9583,Single Family,1955,"Ann Arbor, MI",University of Michigan
346,275000,42521,4,1.5,1080,5053,Single Family,1947,"Ann Arbor, MI",University of Michigan
347,361000,42523,4,2,1272,6534,Single Family,1947,"Ann Arbor, MI",University of Michigan
348,423600,42496,3,1,1354,6969,Single Family,1926,"Ann Arbor, MI",University of Michigan
349,271000,42433,2,1,1008,15681.6,Single Family,1901,"Ann Arbor, MI",University of Michigan
350,385000,42468,3,2,1618,2178,Single Family,1992,"Ann Arbor, MI",University of Michigan
351,525000,42440,3,4.5,1812,3920,Single Family,2011,"Ann Arbor, MI",University of Michigan
352,255000,42542,3,2,1080,23522.4,Single Family,1952,"Ann Arbor, MI",University of Michigan
353,191500,42438,3,1,1237,8276,Single Family,1951,"Ann Arbor, MI",University of Michigan
354,260100,42510,2,1,1038,6055,Single Family,1929,"Ann Arbor, MI",University of Michigan
355,391725,42493,4,3,1902,10018,Single Family,1967,"Ann Arbor, MI",University of Michigan
356,755000,42516,4,2.5,3024,23086.8,Single Family,1974,"Ann Arbor, MI",University of Michigan
357,439900,42496,4,3,2089,13068,Single Family,1966,"Ann Arbor, MI",University of Michigan
358,393100,42459,4,2.5,2149,12632.4,Single Family,1967,"Ann Arbor, MI",University of Michigan
359,551500,42499,4,3.5,2338,23086.8,Single Family,1970,"Ann Arbor, MI",University of Michigan
360,497500,42507,4,2,2403,24393.6,Single Family,1972,"Ann Arbor, MI",University of Michigan
361,640000,42548,3,3,2867,47480.4,Single Family,1960,"Ann Arbor, MI",University of Michigan
362,957625,42443,3,4.5,3272,15681.6,Single Family,1962,"Ann Arbor, MI",University of Michigan
363,663000,42494,3,4,2360,20908.8,Single Family,1968,"Ann Arbor, MI",University of Michigan
364,550000,42494,5,3.5,3483,19166.4,Single Family,2016,"Ann Arbor, MI",University of Michigan
365,925000,42479,3,3.5,3588,33976.8,Single Family,1927,"Ann Arbor, MI",University of Michigan
366,309900,42514,3,2,1190,6969,Single Family,1941,"Ann Arbor, MI",University of Michigan
367,553000,42545,3,2,1606,8712,Single Family,1901,"Ann Arbor, MI",University of Michigan
368,225000,42444,3,1,980,3441,Single Family,1912,"Ann Arbor, MI",University of Michigan
369,475000,42507,3,2,1846,3049,Single Family,1913,"Ann Arbor, MI",University of Michigan
370,417000,42527,3,3,1700,3528,Single Family,1901,"Ann Arbor, MI",University of Michigan
371,314000,42459,3,1,980,4356,Single Family,1920,"Ann Arbor, MI",University of Michigan
372,340000,42516,3,1,1282,3484,Single Family,1911,"Ann Arbor, MI",University of Michigan
373,360000,42510,3,1.5,1320,5808,Single Family,1915,"Ann Arbor, MI",University of Michigan
374,250000,42468,3,2,1044,2919,Single Family,1910,"Ann Arbor, MI",University of Michigan
375,285000,42499,3,1,1050,4356,Single Family,1918,"Ann Arbor, MI",University of Michigan
376,385000,42489,3,2,1380,3049,Single Family,1916,"Ann Arbor, MI",University of Michigan
377,711000,42494,3,2.5,2286,6969,Single Family,1882,"Ann Arbor, MI",University of Michigan
378,410000,42468,4,2,1926,6316,Single Family,1950,"Ann Arbor, MI",University of Michigan
379,430000,42489,3,2,1414,6534,Single Family,1942,"Ann Arbor, MI",University of Michigan
380,346000,42531,3,2,1080,6098,Single Family,1948,"Ann Arbor, MI",University of Michigan
381,382000,42501,2,1,1079,4356,Single Family,1926,"Ann Arbor, MI",University of Michigan
382,425000,42459,2,2,1456,8712,Single Family,1885,"Ann Arbor, MI",University of Michigan
383,397500,42494,3,2,1534,6534,Single Family,1901,"Ann Arbor, MI",University of Michigan
384,489900,42459,4,3,2179,5662,Single Family,1924,"Ann Arbor, MI",University of Michigan
385,347000,42480,3,2,1167,5227,Single Family,1932,"Ann Arbor, MI",University of Michigan
386,385000,42496,3,3,1400,5488,Multi Family,1919,"Ann Arbor, MI",University of Michigan
387,376000,42454,3,2,1411,4399,Single Family,1925,"Ann Arbor, MI",University of Michigan
388,360000,42472,3,1.5,1411,7884,Single Family,1949,"Ann Arbor, MI",University of Michigan
389,319000,42522,3,2,1274,7405,Single Family,1951,"Ann Arbor, MI",University of Michigan
390,575000,42475,3,3,2100,6534,Single Family,1932,"Ann Arbor, MI",University of Michigan
391,562000,42509,3,2,2001,10018,Single Family,1946,"Ann Arbor, MI",University of Michigan
392,449000,42463,4,3,2400,6534,Single Family,1954,"Ann Arbor, MI",University of Michigan
393,629900,42537,6,2,2916,6969,Single Family,1946,"Ann Arbor, MI",University of Michigan
394,250000,42515,2,2,768,7013,Single Family,1947,"Ann Arbor, MI",University of Michigan
395,336200,42473,3,2,1370,4791,Single Family,1948,"Ann Arbor, MI",University of Michigan
396,675000,42461,2,2,1249,10803,Single Family,1926,"Ann Arbor, MI",University of Michigan
397,348500,42500,3,1,1560,10890,Single Family,1918,"Ann Arbor, MI",University of Michigan
398,366000,42472,3,2,1735,6534,Single Family,1929,"Ann Arbor, MI",University of Michigan
399,270000,42480,3,1,1248,8276,Single Family,1929,"Ann Arbor, MI",University of Michigan
400,150000,42453,4,2,1570,14374.8,Single Family,1901,"Ann Arbor, MI",University of Michigan
401,679000,42507,3,3,2224,8276,Single Family,1925,"Ann Arbor, MI",University of Michigan
402,361000,42472,2,2,1342,30056.4,Single Family,1941,"Ann Arbor, MI",University of Michigan
403,326100,42461,7,2.2,2665,6490,Single Family,1964,"Ann Arbor, MI",University of Michigan
404,343350,42538,3,1,1232,13068,Single Family,1924,"Ann Arbor, MI",University of Michigan
405,312000,42516,3,2,1310,5880,Single Family,1949,"Ann Arbor, MI",University of Michigan
406,332500,42499,4,3,1575,10018,Single Family,1951,"Ann Arbor, MI",University of Michigan
407,244400,42523,3,1,1008,7840,Single Family,1954,"Ann Arbor, MI",University of Michigan
408,220000,42480,4,2,1543,7840,Single Family,1953,"Ann Arbor, MI",University of Michigan
409,325000,42499,3,2,1150,8756,Single Family,1950,"Ann Arbor, MI",University of Michigan
410,260000,42556,3,1.5,1080,6665,Single Family,1958,"Ann Arbor, MI",University of Michigan
411,285000,42486,4,2.5,1280,6534,Single Family,1984,"Ann Arbor, MI",University of Michigan
412,360000,42507,3,2.5,2002,16988.4,Single Family,1997,"Ann Arbor, MI",University of Michigan
413,280000,42531,3,2.5,1313,8712,Single Family,1957,"Ann Arbor, MI",University of Michigan
414,260000,42479,3,2,1206,8059,Single Family,1960,"Ann Arbor, MI",University of Michigan
415,285000,42461,3,1.5,1308,9583,Single Family,1963,"Ann Arbor, MI",University of Michigan
416,372200,42515,3,2,1897,11325.6,Single Family,1959,"Ann Arbor, MI",University of Michigan
417,273000,42502,3,1.5,1395,8276,Single Family,1957,"Ann Arbor, MI",University of Michigan
418,375000,42499,3,2,1630,6969,Single Family,1954,"Ann Arbor, MI",University of Michigan
419,300000,42457,4,3,2006,7840,Single Family,1964,"Ann Arbor, MI",University of Michigan
420,230000,42454,3,2.5,1160,7840,Single Family,1956,"Ann Arbor, MI",University of Michigan
421,281000,42507,3,2.5,1160,7405,Single Family,1956,"Ann Arbor, MI",University of Michigan
422,204000,42452,3,1,1092,7405,Single Family,1955,"Ann Arbor, MI",University of Michigan
423,390000,42451,4,3,1724,7840,Single Family,1953,"Ann Arbor, MI",University of Michigan
424,356000,42513,3,3,1434,7405,Single Family,1980,"Ann Arbor, MI",University of Michigan
425,420000,42521,3,2,1758,6964,Single Family,1948,"Ann Arbor, MI",University of Michigan
426,332167,42443,3,2.5,1243,4791,Single Family,1952,"Ann Arbor, MI",University of Michigan
427,550000,42478,3,3,2094,8712,Single Family,1922,"Ann Arbor, MI",University of Michigan
428,630000,42482,3,2.5,2170,6969,Single Family,1930,"Ann Arbor, MI",University of Michigan
429,359000,42451,4,2,1500,4965,Single Family,1935,"Ann Arbor, MI",University of Michigan
430,260000,42472,3,1,865,3920,Single Family,1910,"Ann Arbor, MI",University of Michigan
431,240000,42502,3,1.5,980,3484,Single Family,1920,"Ann Arbor, MI",University of Michigan
432,510000,42464,8,4,3554,12196.8,Multi Family,1910,"Ann Arbor, MI",University of Michigan
433,421000,42458,5,2,1744,5663,Single Family,1910,"Ann Arbor, MI",University of Michigan
434,325000,42451,2,1,1144,5227,Single Family,1925,"Ann Arbor, MI",University of Michigan
435,285000,42446,3,2,1152,5227,Single Family,1928,"Ann Arbor, MI",University of Michigan
436,349900,42461,2,1.5,1134,4791,Single Family,1927,"Ann Arbor, MI",University of Michigan
437,374677,42559,3,1,1384,4791,Single Family,1938,"Ann Arbor, MI",University of Michigan
438,485000,42480,4,2,1820,5271,Single Family,1936,"Ann Arbor, MI",University of Michigan
439,306000,42510,4,2,1728,8712,Single Family,1950,"Ann Arbor, MI",University of Michigan
440,425000,42507,3,2,1480,10018,Single Family,1947,"Ann Arbor, MI",University of Michigan
441,491000,42489,3,3,1900,5793,Single Family,2015,"Ann Arbor, MI",University of Michigan
442,340000,42502,3,2,1056,9583,Single Family,1948,"Ann Arbor, MI",University of Michigan
443,505000,42503,3,2,1500,11761.2,Single Family,1952,"Ann Arbor, MI",University of Michigan
444,430000,42447,3,1.5,1763,13503.6,Single Family,1941,"Ann Arbor, MI",University of Michigan
445,452500,42507,3,2,1606,11325.6,Single Family,1952,"Ann Arbor, MI",University of Michigan
446,1625000,42502,6,8,8416,80586,Single Family,2007,"Ann Arbor, MI",University of Michigan
447,880000,42481,4,3,2703,29620.8,Single Family,1966,"Ann Arbor, MI",University of Michigan
448,337000,42440,4,3,2193,30492,Single Family,1960,"Ann Arbor, MI",University of Michigan
449,765000,42501,3,4,3426,255697.2,Single Family,1994,"Ann Arbor, MI",University of Michigan
450,655000,42541,4,4,3500,32234.4,Single Family,1987,"Ann Arbor, MI",University of Michigan
451,565000,42461,3,3,1469,64468.8,Single Family,1985,"Ann Arbor, MI",University of Michigan
452,205000,42440,3,2,1008,11761.2,Single Family,1955,"Ann Arbor, MI",University of Michigan
453,80000,42454,3,3,2308,11761.2,Single Family,1936,"Ann Arbor, MI",University of Michigan
454,212000,42565,4,3,1864,22651.2,Single Family,1943,"Ann Arbor, MI",University of Michigan
455,175500,42433,3,1.5,1373,10454,Single Family,1975,"Ann Arbor, MI",University of Michigan
456,210000,42536,3,2.5,1728,10018,Single Family,1974,"Ann Arbor, MI",University of Michigan
457,130700,42482,3,1,1368,9583,Single Family,1956,"Ann Arbor, MI",University of Michigan
458,319900,42487,3,4,1816,11761.2,Single Family,1990,"Ann Arbor, MI",University of Michigan
459,212500,42507,4,2,1184,9147,Single Family,1942,"Ann Arbor, MI",University of Michigan
460,175000,42502,3,1,1080,9147,Single Family,1947,"Ann Arbor, MI",University of Michigan
461,172000,42481,2,1.5,1088,9147,Single Family,1941,"Ann Arbor, MI",University of Michigan
462,170000,42459,3,2,1347,8712,Single Family,1944,"Ann Arbor, MI",University of Michigan
463,145000,42543,2,1,768,8712,Single Family,1956,"Ann Arbor, MI",University of Michigan
464,50000,42489,3,2,1008,7187,Single Family,1962,"Ann Arbor, MI",University of Michigan
465,240000,42516,4,1.5,1745,8059,Single Family,1963,"Ann Arbor, MI",University of Michigan
466,233500,42438,4,2.5,1647,7840,Single Family,1960,"Ann Arbor, MI",University of Michigan
467,181000,42488,3,1,972,9875,Single Family,1953,"Ann Arbor, MI",University of Michigan
468,369900,42552,3,3,2120,8276,Single Family,1950,"Ann Arbor, MI",University of Michigan
469,372575,42529,3,3,1656,9147,Single Family,1986,"Ann Arbor, MI",University of Michigan
470,310000,42551,3,3,2000,13068,Single Family,1976,"Ann Arbor, MI",University of Michigan
471,365000,42451,4,3,2217,9191,Single Family,1967,"Ann Arbor, MI",University of Michigan
472,268000,42475,4,2,1515,8712,Single Family,1961,"Ann Arbor, MI",University of Michigan
473,400000,42468,4,3,2724,7405,Single Family,1988,"Ann Arbor, MI",University of Michigan
474,195000,42507,3,1,1254,8146,Single Family,1958,"Ann Arbor, MI",University of Michigan
475,258000,42502,3,2,1512,10018,Single Family,1964,"Ann Arbor, MI",University of Michigan
476,236800,42537,4,2,1261,8712,Single Family,1963,"Ann Arbor, MI",University of Michigan
477,225000,42530,3,2,1056,10018,Single Family,1956,"Ann Arbor, MI",University of Michigan
478,138000,42433,3,1,1032,9583,Single Family,1956,"Ann Arbor, MI",University of Michigan
479,185000,42510,3,1,990,8712,Single Family,1958,"Ann Arbor, MI",University of Michigan
480,190000,42506,3,1,986,10759,Single Family,1958,"Ann Arbor, MI",University of Michigan
481,206000,42502,3,2,1032,7840,Single Family,1969,"Ann Arbor, MI",University of Michigan
482,290000,42566,3,1.5,1616,7840,Single Family,1923,"Ann Arbor, MI",University of Michigan
483,364600,42494,4,2,1710,7405,Single Family,1951,"Ann Arbor, MI",University of Michigan
484,250000,42493,3,2,1387,8276,Single Family,1933,"Ann Arbor, MI",University of Michigan
485,293501,42471,3,1.5,1455,8581,Single Family,1920,"Ann Arbor, MI",University of Michigan
486,111600,42501,2,1,531,29185.2,Single Family,1940,"Ann Arbor, MI",University of Michigan
487,198000,42496,2,1,840,10890,Single Family,1936,"Ann Arbor, MI",University of Michigan
488,301000,42499,4,3,1979,10454,Single Family,1966,"Ann Arbor, MI",University of Michigan
489,354200,42531,4,4,2431,9147,Single Family,1972,"Ann Arbor, MI",University of Michigan
490,315000,42496,4,3,1834,9147,Single Family,1968,"Ann Arbor, MI",University of Michigan
491,455000,42551,5,3,2771,10890,Single Family,1987,"Ann Arbor, MI",University of Michigan
492,361500,42510,3,2.5,2070,6098,Single Family,1987,"Ann Arbor, MI",University of Michigan
493,380000,42489,4,3,2192,13503.6,Single Family,1968,"Ann Arbor, MI",University of Michigan
494,250000,42475,3,2,1893,10018,Single Family,1977,"Ann Arbor, MI",University of Michigan
495,450000,42475,4,3,2322,10106,Single Family,1967,"Ann Arbor, MI",University of Michigan
496,526000,42559,4,3,3240,13068,Single Family,1971,"Ann Arbor, MI",University of Michigan
497,485100,42450,4,3,2480,10018,Single Family,1970,"Ann Arbor, MI",University of Michigan
498,285000,42489,4,2,1807,9147,Single Family,1967,"Ann Arbor, MI",University of Michigan
